virtual_product_id,color_chip_link
981,http://im.uniqlo.com/images/tw/uq/pc/goods/404199/chip/56_404199.gif
982,-1
983,http://im.uniqlo.com/images/tw/uq/pc/goods/404448/chip/41_404448.gif
984,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
985,-1
986,-1
987,http://im.uniqlo.com/images/tw/uq/pc/goods/404208/chip/05_404208.gif
988,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
989,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/06_403645.gif
990,-1
991,http://im.uniqlo.com/images/tw/uq/pc/goods/404254/chip/31_404254.gif
992,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/41_405019.gif
993,http://im.uniqlo.com/images/tw/uq/pc/goods/404505/chip/01_404505.gif
994,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/54_405019.gif
995,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/71_404008.gif
996,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
997,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/46_404679.gif
998,-1
999,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
1000,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/46_404679.gif
1001,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/09_405019.gif
1002,-1
1003,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/57_404679.gif
1004,http://im.uniqlo.com/images/tw/uq/pc/goods/404198/chip/12_404198.gif
1005,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/54_405019.gif
1006,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/71_404008.gif
1007,http://im.uniqlo.com/images/tw/uq/pc/goods/404443/chip/00_404443.gif
1008,-1
1009,-1
1010,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/10_404207.gif
1011,-1
1012,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/02_404008.gif
1013,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
1014,-1
1015,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
1016,-1
1017,-1
1018,-1
1019,-1
1020,http://im.uniqlo.com/images/tw/uq/pc/goods/407984/chip/30_407984.gif
1021,http://im.uniqlo.com/images/tw/uq/pc/goods/405205/chip/02_405205.gif
1022,-1
1023,-1
1024,http://im.uniqlo.com/images/tw/uq/pc/goods/408009/chip/10_408009.gif
1025,-1
1026,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/02_404197.gif
1027,-1
1028,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/01_405289.gif
1029,-1
1030,-1
1031,-1
1032,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/41_405019.gif
1033,http://im.uniqlo.com/images/tw/uq/pc/goods/404550/chip/61_404550.gif
1034,-1
1035,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
1036,-1
1037,http://im.uniqlo.com/images/tw/uq/pc/goods/405387/chip/09_405387.gif
1038,http://im.uniqlo.com/images/tw/uq/pc/goods/404086/chip/00_404086.gif
1039,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/08_406671.gif
1040,http://im.uniqlo.com/images/tw/uq/pc/goods/408668/chip/09_408668.gif
1041,-1
1042,http://im.uniqlo.com/images/tw/uq/pc/goods/404086/chip/51_404086.gif
1043,http://im.uniqlo.com/images/tw/uq/pc/goods/405387/chip/08_405387.gif
1044,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/09_405289.gif
1045,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
1046,-1
1047,-1
1048,-1
1049,-1
1050,-1
1051,-1
1052,-1
1053,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/71_404008.gif
1054,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/14_405289.gif
1055,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/46_404679.gif
1056,-1
1057,-1
1058,http://im.uniqlo.com/images/tw/uq/pc/goods/406069/chip/60_406069.gif
1059,-1
1060,-1
1061,-1
1062,http://im.uniqlo.com/images/tw/uq/pc/goods/407294/chip/09_407294.gif
1063,-1
1064,-1
1065,http://im.uniqlo.com/images/tw/uq/pc/goods/406131/chip/69_406131.gif
1066,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/01_404210.gif
1067,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/70_403645.gif
1068,-1
1069,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/69_404210.gif
1070,-1
1071,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/10_405009.gif
1072,-1
1073,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
1074,-1
1075,-1
1076,-1
1077,http://im.uniqlo.com/images/tw/uq/pc/goods/406430/chip/69_406430.gif
1078,-1
1079,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/69_404210.gif
1080,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/51_403645.gif
1081,-1
1082,http://im.uniqlo.com/images/tw/uq/pc/goods/405387/chip/53_405387.gif
1083,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/51_403645.gif
1084,-1
1085,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/09_405019.gif
1086,-1
1087,http://im.uniqlo.com/images/tw/uq/pc/goods/404448/chip/41_404448.gif
1088,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
1089,-1
1090,-1
1091,-1
1092,http://im.uniqlo.com/images/tw/uq/pc/goods/404584/chip/63_404584.gif
1093,http://im.uniqlo.com/images/tw/uq/pc/goods/406988/chip/69_406988.gif
1094,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/31_404679.gif
1095,-1
1096,-1
1097,http://im.uniqlo.com/images/tw/uq/pc/goods/404086/chip/10_404086.gif
1098,-1
1099,http://im.uniqlo.com/images/tw/uq/pc/goods/409662/chip/12_409662.gif
1100,-1
1101,-1
1102,-1
1103,http://im.uniqlo.com/images/tw/uq/pc/goods/408009/chip/10_408009.gif
1104,-1
1105,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/69_404504.gif
1106,-1
1107,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/17_400711.gif
1108,http://im.uniqlo.com/images/tw/uq/pc/goods/404199/chip/56_404199.gif
1109,http://im.uniqlo.com/images/tw/uq/pc/goods/405514/chip/69_405514.gif
1110,-1
1111,http://im.uniqlo.com/images/tw/uq/pc/goods/404448/chip/30_404448.gif
1112,-1
1113,http://im.uniqlo.com/images/tw/uq/pc/goods/403643/chip/00_403643.gif
1114,-1
1115,http://im.uniqlo.com/images/tw/uq/pc/goods/404264/chip/31_404264.gif
1116,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/71_404008.gif
1117,http://im.uniqlo.com/images/tw/uq/pc/goods/404582/chip/02_404582.gif
1118,http://im.uniqlo.com/images/tw/uq/pc/goods/403643/chip/00_403643.gif
1119,-1
1120,-1
1121,-1
1122,-1
1123,http://im.uniqlo.com/images/tw/uq/pc/goods/407295/chip/69_407295.gif
1124,-1
1125,http://im.uniqlo.com/images/tw/uq/pc/goods/404634/chip/68_404634.gif
1126,http://im.uniqlo.com/images/tw/uq/pc/goods/407950/chip/03_407950.gif
1127,http://im.uniqlo.com/images/tw/uq/pc/goods/409024/chip/46_409024.gif
1128,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/71_404197.gif
1129,-1
1130,-1
1131,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/69_405009.gif
1132,-1
1133,-1
1134,http://im.uniqlo.com/images/tw/uq/pc/goods/404837/chip/08_404837.gif
1135,-1
1136,-1
1137,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/46_404679.gif
1138,-1
1139,http://im.uniqlo.com/images/tw/uq/pc/goods/407833/chip/69_407833.gif
1140,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/41_405019.gif
1141,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/02_404197.gif
1142,http://im.uniqlo.com/images/tw/uq/pc/goods/403643/chip/42_403643.gif
1143,http://im.uniqlo.com/images/tw/uq/pc/goods/405514/chip/54_405514.gif
1144,-1
1145,-1
1146,http://im.uniqlo.com/images/tw/uq/pc/goods/408789/chip/14_408789.gif
1147,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
1148,-1
1149,http://im.uniqlo.com/images/tw/uq/pc/goods/400712/chip/76_400712.gif
1150,-1
1151,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/13_400711.gif
1152,-1
1153,http://im.uniqlo.com/images/tw/uq/pc/goods/407570/chip/03_407570.gif
1154,http://im.uniqlo.com/images/tw/uq/pc/goods/404198/chip/32_404198.gif
1155,-1
1156,-1
1157,http://im.uniqlo.com/images/tw/uq/pc/goods/404550/chip/00_404550.gif
1158,http://im.uniqlo.com/images/tw/uq/pc/goods/404634/chip/02_404634.gif
1159,http://im.uniqlo.com/images/tw/uq/pc/goods/407570/chip/00_407570.gif
1160,http://im.uniqlo.com/images/tw/uq/pc/goods/404837/chip/09_404837.gif
1161,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/69_404504.gif
1162,-1
1163,http://im.uniqlo.com/images/tw/uq/pc/goods/404252/chip/33_404252.gif
1164,-1
1165,-1
1166,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/09_404210.gif
1167,http://im.uniqlo.com/images/tw/uq/pc/goods/404837/chip/08_404837.gif
1168,http://im.uniqlo.com/images/tw/uq/pc/goods/406988/chip/11_406988.gif
1169,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
1170,-1
1171,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
1172,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/14_405289.gif
1173,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/00_405019.gif
1174,http://im.uniqlo.com/images/tw/uq/pc/goods/405205/chip/01_405205.gif
1175,-1
1176,-1
1177,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/30_406709.gif
1178,-1
1179,-1
1180,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/01_406671.gif
1181,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/30_406709.gif
1182,-1
1183,-1
1184,http://im.uniqlo.com/images/tw/uq/pc/goods/409024/chip/69_409024.gif
1185,http://im.uniqlo.com/images/tw/uq/pc/goods/406670/chip/32_406670.gif
1186,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/30_406709.gif
1187,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/32_405067.gif
1188,-1
1189,-1
1190,http://im.uniqlo.com/images/tw/uq/pc/goods/406670/chip/09_406670.gif
1191,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/01_406671.gif
1192,http://im.uniqlo.com/images/tw/uq/pc/goods/404086/chip/60_404086.gif
1193,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/69_405067.gif
1194,http://im.uniqlo.com/images/tw/uq/pc/goods/406710/chip/09_406710.gif
1195,-1
1196,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/08_406671.gif
1197,http://im.uniqlo.com/images/tw/uq/pc/goods/406935/chip/69_406935.gif
1198,-1
1199,-1
1200,http://im.uniqlo.com/images/tw/uq/pc/goods/409024/chip/27_409024.gif
1201,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/09_406709.gif
1202,-1
1203,-1
1204,-1
1205,-1
1206,http://im.uniqlo.com/images/tw/uq/pc/goods/406935/chip/43_406935.gif
1207,-1
1208,-1
1209,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/11_406671.gif
1210,http://im.uniqlo.com/images/tw/uq/pc/goods/408668/chip/27_408668.gif
1211,http://im.uniqlo.com/images/tw/uq/pc/goods/406670/chip/27_406670.gif
1212,http://im.uniqlo.com/images/tw/uq/pc/goods/405065/chip/21_405065.gif
1213,http://im.uniqlo.com/images/tw/uq/pc/goods/405064/chip/21_405064.gif
1214,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/00_406709.gif
1215,-1
1216,-1
1217,http://im.uniqlo.com/images/tw/uq/pc/goods/406641/chip/27_406641.gif
1218,-1
1219,-1
1220,-1
1221,-1
1222,-1
1223,-1
1224,http://im.uniqlo.com/images/tw/uq/pc/goods/405064/chip/46_405064.gif
1225,http://im.uniqlo.com/images/tw/uq/pc/goods/406650/chip/32_406650.gif
1226,http://im.uniqlo.com/images/tw/uq/pc/goods/407987/chip/01_407987.gif
1227,-1
1228,-1
1229,http://im.uniqlo.com/images/tw/uq/pc/goods/408670/chip/01_408670.gif
1230,-1
1231,http://im.uniqlo.com/images/tw/uq/pc/goods/406935/chip/43_406935.gif
1232,-1
1233,-1
1234,http://im.uniqlo.com/images/tw/uq/pc/goods/408361/chip/27_408361.gif
1235,http://im.uniqlo.com/images/tw/uq/pc/goods/409024/chip/46_409024.gif
1236,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/09_406709.gif
1237,-1
1238,-1
1239,http://im.uniqlo.com/images/tw/uq/pc/goods/406935/chip/43_406935.gif
1240,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/00_406709.gif
1241,-1
1242,-1
1243,http://im.uniqlo.com/images/tw/uq/pc/goods/404086/chip/60_404086.gif
1244,http://im.uniqlo.com/images/tw/uq/pc/goods/406710/chip/09_406710.gif
1245,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/69_405067.gif
1246,-1
1247,http://im.uniqlo.com/images/tw/uq/pc/goods/406670/chip/32_406670.gif
1248,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/30_406709.gif
1249,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/32_405067.gif
1250,-1
1251,-1
1252,http://im.uniqlo.com/images/tw/uq/pc/goods/408361/chip/27_408361.gif
1253,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/08_406671.gif
1254,http://im.uniqlo.com/images/tw/uq/pc/goods/407987/chip/01_407987.gif
1255,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/27_405067.gif
1256,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/11_406671.gif
1257,http://im.uniqlo.com/images/tw/uq/pc/goods/408668/chip/27_408668.gif
1258,http://im.uniqlo.com/images/tw/uq/pc/goods/408361/chip/09_408361.gif
1259,http://im.uniqlo.com/images/tw/uq/pc/goods/406710/chip/01_406710.gif
1260,-1
1261,-1
1262,http://im.uniqlo.com/images/tw/uq/pc/goods/406670/chip/09_406670.gif
1263,http://im.uniqlo.com/images/tw/uq/pc/goods/406671/chip/01_406671.gif
1264,http://im.uniqlo.com/images/tw/uq/pc/goods/405064/chip/09_405064.gif
1265,http://im.uniqlo.com/images/tw/uq/pc/goods/406710/chip/09_406710.gif
1266,-1
1267,-1
1268,http://im.uniqlo.com/images/tw/uq/pc/goods/405124/chip/27_405124.gif
1269,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/11_406709.gif
1270,-1
1271,-1
1272,http://im.uniqlo.com/images/tw/uq/pc/goods/408361/chip/09_408361.gif
1273,http://im.uniqlo.com/images/tw/uq/pc/goods/406709/chip/30_406709.gif
1274,http://im.uniqlo.com/images/tw/uq/pc/goods/408668/chip/09_408668.gif
1275,-1
1276,-1
1277,http://im.uniqlo.com/images/tw/uq/pc/goods/406650/chip/12_406650.gif
1278,-1
1279,-1
1280,http://im.uniqlo.com/images/tw/uq/pc/goods/407987/chip/69_407987.gif
1281,-1
1282,http://im.uniqlo.com/images/tw/uq/pc/goods/406710/chip/09_406710.gif
1283,-1
1284,-1
1285,http://im.uniqlo.com/images/tw/uq/pc/goods/406710/chip/01_406710.gif
1286,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/32_405067.gif
1287,-1
1288,-1
1289,http://im.uniqlo.com/images/tw/uq/pc/goods/408670/chip/01_408670.gif
1290,-1
1291,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/69_405009.gif
1292,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/01_404504.gif
1293,-1
1294,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/03_404210.gif
1295,-1
1296,http://im.uniqlo.com/images/tw/uq/pc/goods/406984/chip/57_406984.gif
1297,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/10_404207.gif
1298,http://im.uniqlo.com/images/tw/uq/pc/goods/404550/chip/61_404550.gif
1299,-1
1300,-1
1301,http://im.uniqlo.com/images/tw/uq/pc/goods/406069/chip/60_406069.gif
1302,-1
1303,-1
1304,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/01_404504.gif
1305,-1
1306,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
1307,-1
1308,http://im.uniqlo.com/images/tw/uq/pc/goods/406430/chip/60_406430.gif
1309,-1
1310,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/01_400711.gif
1311,-1
1312,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/69_404197.gif
1313,-1
1314,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/71_404197.gif
1315,http://im.uniqlo.com/images/tw/uq/pc/goods/404446/chip/08_404446.gif
1316,http://im.uniqlo.com/images/tw/uq/pc/goods/404505/chip/01_404505.gif
1317,-1
1318,-1
1319,http://im.uniqlo.com/images/tw/uq/pc/goods/407703/chip/09_407703.gif
1320,http://im.uniqlo.com/images/tw/uq/pc/goods/407697/chip/01_407697.gif
1321,-1
1322,-1
1323,-1
1324,-1
1325,-1
1326,-1
1327,-1
1328,-1
1329,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/00_405019.gif
1330,-1
1331,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/01_404504.gif
1332,-1
1333,-1
1334,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/02_404008.gif
1335,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/10_405009.gif
1336,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/51_404197.gif
1337,-1
1338,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/69_404197.gif
1339,-1
1340,http://im.uniqlo.com/images/tw/uq/pc/goods/406430/chip/60_406430.gif
1341,http://im.uniqlo.com/images/tw/uq/pc/goods/404233/chip/00_404233.gif
1342,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/14_405289.gif
1343,http://im.uniqlo.com/images/tw/uq/pc/goods/404772/chip/69_404772.gif
1344,-1
1345,-1
1346,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
1347,-1
1348,http://im.uniqlo.com/images/tw/uq/pc/goods/400710/chip/32_400710.gif
1349,-1
1350,-1
1351,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/69_404504.gif
1352,-1
1353,-1
1354,-1
1355,-1
1356,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/10_404207.gif
1357,-1
1358,-1
1359,-1
1360,-1
1361,-1
1362,-1
1363,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/09_404197.gif
1364,http://im.uniqlo.com/images/tw/uq/pc/goods/404198/chip/32_404198.gif
1365,-1
1366,-1
1367,-1
1368,http://im.uniqlo.com/images/tw/uq/pc/goods/406430/chip/60_406430.gif
1369,-1
1370,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
1371,-1
1372,-1
1373,http://im.uniqlo.com/images/tw/uq/pc/goods/404505/chip/09_404505.gif
1374,http://im.uniqlo.com/images/tw/uq/pc/goods/407570/chip/54_407570.gif
1375,-1
1376,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
1377,http://im.uniqlo.com/images/tw/uq/pc/goods/404772/chip/69_404772.gif
1378,-1
1379,-1
1380,http://im.uniqlo.com/images/tw/uq/pc/goods/404322/chip/09_404322.gif
1381,http://im.uniqlo.com/images/tw/uq/pc/goods/404666/chip/45_404666.gif
1382,http://im.uniqlo.com/images/tw/uq/pc/goods/406126/chip/51_406126.gif
1383,http://im.uniqlo.com/images/tw/uq/pc/goods/405199/chip/00_405199.gif
1384,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/14_405289.gif
1385,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
1386,http://im.uniqlo.com/images/tw/uq/pc/goods/406984/chip/57_406984.gif
1387,-1
1388,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/01_400711.gif
1389,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/54_405019.gif
1390,-1
1391,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/00_405019.gif
1392,-1
1393,http://im.uniqlo.com/images/tw/uq/pc/goods/406984/chip/10_406984.gif
1394,-1
1395,-1
1396,-1
1397,-1
1398,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/69_405009.gif
1399,-1
1400,-1
1401,-1
1402,-1
1403,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
1404,http://im.uniqlo.com/images/tw/uq/pc/goods/404505/chip/09_404505.gif
1405,http://im.uniqlo.com/images/tw/uq/pc/goods/406069/chip/16_406069.gif
1406,-1
1407,-1
1408,-1
1409,-1
1410,-1
1411,-1
1412,-1
1413,-1
1414,-1
1415,-1
1416,-1
1417,-1
1418,-1
1419,-1
1420,-1
1421,-1
1422,-1
1423,-1
1424,-1
1425,-1
1426,-1
1427,-1
1428,-1
1429,-1
1430,-1
1431,-1
1432,-1
1433,-1
1434,-1
1435,-1
1436,-1
1437,-1
1438,-1
1439,-1
1440,-1
1441,-1
1442,-1
1443,-1
1444,-1
1445,-1
1446,-1
1447,-1
1448,-1
1449,-1
1450,-1
1451,-1
1452,-1
1453,-1
1454,-1
1455,-1
1456,-1
1457,-1
1458,-1
1459,-1
1460,-1
1461,-1
1462,-1
1463,-1
1464,-1
1465,-1
1466,-1
1467,-1
1468,-1
1469,-1
1470,-1
1471,-1
1472,-1
1473,-1
1474,-1
1475,-1
1476,-1
1477,-1
1478,-1
1479,-1
1480,-1
1481,-1
1482,-1
1483,-1
1484,-1
1485,-1
1486,-1
1487,-1
1488,-1
1489,-1
1490,-1
1491,-1
1492,-1
1493,-1
1494,-1
1495,-1
1496,-1
1497,-1
1498,-1
1499,-1
1500,-1
1501,-1
1502,-1
1503,-1
1504,-1
1505,-1
1506,-1
1507,-1
1508,-1
1509,-1
1510,-1
1511,-1
1512,-1
1513,-1
1514,-1
1515,-1
1516,-1
1517,-1
1518,-1
1519,-1
1520,-1
1521,-1
1522,-1
1523,-1
1524,-1
1525,-1
1526,-1
1527,-1
1528,-1
1529,-1
1530,-1
1531,-1
1532,-1
1533,-1
1534,-1
1535,-1
1536,-1
1537,-1
1538,-1
1539,-1
1540,-1
1541,-1
1542,-1
1543,-1
1544,-1
1545,-1
1546,-1
1547,-1
1548,-1
1549,-1
1550,-1
1551,-1
1552,-1
1553,-1
1554,-1
1555,-1
1556,-1
1557,-1
1558,-1
1559,-1
1560,-1
1561,-1
1562,-1
1563,-1
1564,-1
1565,-1
1566,-1
1567,-1
1568,-1
1569,-1
1570,-1
1571,-1
1572,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/54_405019.gif
1573,-1
1574,-1
1575,-1
1576,-1
1577,-1
1578,-1
1579,-1
1580,-1
1581,-1
1582,-1
1583,-1
1584,-1
1585,-1
1586,-1
1587,-1
1588,http://im.uniqlo.com/images/tw/uq/pc/goods/404210/chip/69_404210.gif
1589,-1
1590,-1
1591,-1
1592,-1
1593,-1
1594,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/21_400711.gif
1595,-1
1596,-1
1597,-1
1598,-1
1599,-1
1600,-1
1601,-1
1602,-1
1603,-1
1604,-1
1605,-1
1606,-1
1607,-1
1608,-1
1609,-1
1610,-1
1611,-1
1612,-1
1613,-1
1614,-1
1615,-1
1616,-1
1617,-1
1618,-1
1619,-1
1620,-1
1621,-1
1622,-1
1623,-1
1624,-1
1625,-1
1626,-1
1627,-1
1628,-1
1629,-1
1630,-1
1631,-1
1632,-1
1633,-1
1634,-1
1635,-1
1636,-1
1637,-1
1638,-1
1639,-1
1640,-1
1641,http://im.uniqlo.com/images/tw/uq/pc/goods/400710/chip/03_400710.gif
1642,-1
1643,-1
1644,-1
1645,-1
1646,-1
1647,-1
1648,-1
1649,-1
1650,-1
1651,-1
1652,-1
1653,-1
1654,-1
1655,-1
1656,-1
1657,-1
1658,-1
1659,-1
1660,-1
1661,-1
1662,-1
1663,-1
1664,-1
1665,-1
1666,-1
1667,-1
1668,-1
1669,-1
1670,-1
1671,-1
1672,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/57_400711.gif
1673,-1
1674,-1
1675,-1
1676,-1
1677,-1
1678,-1
1679,-1
1680,-1
1681,-1
1682,-1
1683,-1
1684,-1
1685,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/71_404197.gif
1686,-1
1687,-1
1688,-1
1689,-1
1690,-1
1691,-1
1692,-1
1693,-1
1694,-1
1695,-1
1696,-1
1697,-1
1698,-1
1699,-1
1700,-1
1701,-1
1702,-1
1703,-1
1704,-1
1705,-1
1706,-1
1707,-1
1708,-1
1709,-1
1710,-1
1711,-1
1712,-1
1713,-1
1714,-1
1715,-1
1716,-1
1717,-1
1718,-1
1719,-1
1720,-1
1721,-1
1722,-1
1723,-1
1724,-1
1725,-1
1726,-1
1727,-1
1728,-1
1729,http://im.uniqlo.com/images/tw/uq/pc/goods/400712/chip/76_400712.gif
1730,-1
1731,-1
1732,-1
1733,-1
1734,-1
1735,-1
1736,-1
1737,-1
1738,-1
1739,-1
1740,-1
1741,-1
1742,-1
1743,-1
1744,-1
1745,-1
1746,-1
1747,-1
1748,-1
1749,-1
1750,-1
1751,-1
1752,-1
1753,-1
1754,-1
1755,-1
1756,-1
1757,-1
1758,-1
1759,-1
1760,-1
1761,-1
1762,-1
1763,-1
1764,-1
1765,-1
1766,-1
1767,-1
1768,-1
1769,-1
1770,-1
1771,-1
1772,-1
1773,-1
1774,-1
1775,-1
1776,-1
1777,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/21_400711.gif
1778,-1
1779,-1
1780,-1
1781,-1
1782,-1
1783,-1
1784,-1
1785,-1
1786,-1
1787,-1
1788,-1
1789,-1
1790,-1
1791,-1
1792,-1
1793,-1
1794,-1
1795,-1
1796,-1
1797,-1
1798,-1
1799,-1
1800,-1
1801,-1
1802,-1
1803,-1
1804,-1
1805,-1
1806,-1
1807,-1
1808,-1
1809,-1
1810,-1
1811,-1
1812,-1
1813,-1
1814,-1
1815,-1
1816,-1
1817,-1
1818,-1
1819,-1
1820,-1
1821,-1
1822,-1
1823,-1
1824,-1
1825,-1
1826,-1
1827,-1
1828,-1
1829,-1
1830,-1
1831,-1
1832,-1
1833,-1
1834,-1
1835,-1
1836,-1
1837,-1
1838,-1
1839,-1
1840,-1
1841,-1
1842,-1
1843,-1
1844,-1
1845,-1
1846,-1
1847,-1
1848,-1
1849,-1
1850,-1
1851,-1
1852,-1
1853,-1
1854,-1
1855,-1
1856,-1
1857,-1
1858,-1
1859,-1
1860,-1
1861,-1
1862,-1
1863,-1
1864,-1
1865,-1
1866,-1
1867,-1
1868,-1
1869,-1
1870,-1
1871,-1
